Customer,State,Customer Lifetime Value,Response,Coverage,Coverage Index,Education,Education Index,Effective To Date,Employment Status,Employment Status Index,Gender,Income,Location,Location Index,Marital Status,Marital Status Index,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy Type Index,Policy,Policy Index,Renew Offer Type,Sales Channel,Sales Channel Index,Total Claim Amount,Vehicle Class,Vehicle Class Index,Vehicle Size,Vehicle Size Index
AK59340,California,10510.54,No,Basic,0,High School or Below,0,01-05-2024,Employed,1,M,79488.54,Rural,0,Single,0,133.44,39,84,0,8,Corporate Auto,1,Corporate L3,5,1,Branch,1,186.73,Four-Door Car,1,Medsize,1
AK61491,Oregon,4674.96,Yes,Basic,0,Doctor,4,29-01-2024,Employed,1,M,68738.28,Rural,0,Divorced,2,116.76,41,104,0,1,Personal Auto,0,Personal L3,2,1,Agent,2,126.73,Four-Door Car,1,Large,2
AK72422,California,54511.78,No,Premium,2,College,1,20-02-2024,Disabled,4,M,39538.55,Suburban,1,Divorced,2,365.57,8,63,0,2,Corporate Auto,1,Corporate L3,5,1,Call Center,3,2634.61,Sports Car,2,Small,0
AK90865,Oregon,15402.05,No,Basic,0,High School or Below,0,22-02-2024,Unemployed,0,F,0,Suburban,1,Single,0,207.11,22,23,0,5,Special Auto,2,Special L2,7,2,Agent,2,1288.99,Sports Car,2,Medsize,1
AL21967,Oregon,19086.79,No,Extended,1,Master,3,01-05-2024,Employed,1,M,139316.92,Rural,0,Married,1,157.07,46,3,0,2,Corporate Auto,1,Corporate L2,4,4,Call Center,3,133.82,Four-Door Car,1,Medsize,1
AL27471,Oregon,7339.21,No,Extended,1,Doctor,4,02-07-2024,Employed,1,M,57835.12,Urban,2,Married,1,182.09,36,80,0,1,Personal Auto,0,Personal L3,2,2,Web,0,846.90,Four-Door Car,1,Medsize,1
AL35726,Oregon,7030.77,Yes,Extended,1,College,1,26-02-2024,Employed,1,F,77835.83,Rural,0,Married,1,176.53,19,51,1,1,Personal Auto,0,Personal L2,1,2,Call Center,3,36.74,Two-Door Car,0,Large,2
AL43475,California,13835.87,No,Basic,0,College,1,01-01-2024,Employed,1,F,84325.74,Suburban,1,Married,1,343.33,9,50,0,1,Personal Auto,0,Personal L3,2,2,Branch,1,3883.06,Luxury Car,3,Large,2
AL43715,Nevada,15595.04,No,Premium,2,Master,3,29-01-2024,Employed,1,M,126740.2,Rural,0,Married,1,194.6,14,61,0,6,Personal Auto,0,Personal L3,2,4,Agent,2,382.60,Four-Door Car,1,Medsize,1
AL46984,California,16382.64,No,Basic,0,High School or Below,0,02-04-2024,Employed,1,M,81176,Suburban,1,Married,1,137.61,16,24,0,2,Personal Auto,0,Personal L2,1,1,Branch,1,657.53,Four-Door Car,1,Medsize,1
AL50693,Oregon,6694.42,Yes,Basic,0,Bachelor,2,01-07-2024,Unemployed,0,M,0,Suburban,1,Married,1,191.82,38,15,0,1,Corporate Auto,1,Corporate L2,4,2,Agent,2,1239.30,SUV,4,Medsize,1
AL78075,Oregon,7149.91,No,Premium,2,High School or Below,0,13-02-2024,Unemployed,0,M,0,Suburban,1,Single,0,202.94,9,77,0,1,Personal Auto,0,Personal L2,1,2,Branch,1,1459.17,Four-Door Car,1,Medsize,1
AL95338,California,12533.41,No,Extended,1,High School or Below,0,02-10-2024,Unemployed,0,F,0,Suburban,1,Single,0,170.97,4,127,0,5,Personal Auto,0,Personal L2,1,1,Agent,2,1229.48,Four-Door Car,1,Medsize,1
AL96740,California,5449.24,No,Basic,0,College,1,01-12-2024,Employed,1,F,127157.2,Rural,0,Married,1,137.61,23,93,1,1,Personal Auto,0,Personal L3,2,1,Agent,2,112.33,Four-Door Car,1,Medsize,1
AM17304,Arizona,13545.29,No,Extended,1,Master,3,23-02-2024,Employed,1,F,85111.09,Suburban,1,Single,0,169.58,42,41,0,3,Personal Auto,0,Personal L3,2,2,Call Center,3,867.03,Four-Door Car,1,Medsize,1
AM26598,Arizona,5467.18,No,Basic,0,College,1,02-01-2024,Employed,1,F,168269.23,Urban,2,Married,1,134.83,9,124,0,1,Personal Auto,0,Personal L3,2,2,Agent,2,580.91,Four-Door Car,1,Medsize,1
AM26717,California,5860.46,Yes,Basic,0,Bachelor,2,19-02-2024,Unemployed,0,M,0,Suburban,1,Married,1,189.04,1,112,4,1,Personal Auto,0,Personal L1,0,1,Agent,2,1801.66,SUV,4,Large,2
AM28777,Oregon,5080.49,No,Basic,0,College,1,01-04-2024,Employed,1,F,96554.96,Rural,0,Married,1,125.1,22,115,0,1,Personal Auto,0,Personal L1,0,2,Agent,2,20.72,Four-Door Car,1,Medsize,1
AM29546,Oregon,9804.77,No,Basic,0,College,1,02-09-2024,Employed,1,M,108336.6,Suburban,1,Married,1,123.71,32,89,0,5,Personal Auto,0,Personal L2,1,4,Call Center,3,738.45,Two-Door Car,0,Medsize,1
AM30008,California,26517.04,No,Basic,0,High School or Below,0,01-09-2024,Employed,1,M,53154.99,Suburban,1,Single,0,347.5,39,35,0,3,Personal Auto,0,Personal L2,1,4,Web,0,1666.33,Luxury Car,3,Medsize,1
AM32820,California,6961.66,No,Basic,0,Bachelor,2,29-01-2024,Unemployed,0,M,0,Suburban,1,Single,0,209.89,18,45,0,1,Personal Auto,0,Personal L2,1,2,Agent,2,2032.05,SUV,4,Medsize,1
AM34581,Oregon,12535.30,No,Extended,1,Bachelor,2,01-05-2024,Employed,1,F,45846.37,Rural,0,Married,1,162.63,26,59,3,6,Corporate Auto,1,Corporate L2,4,2,Branch,1,133.44,Two-Door Car,0,Medsize,1
AM36670,California,9378.33,No,Basic,0,College,1,16-02-2024,Employed,1,F,102882.24,Rural,0,Single,0,119.54,23,119,0,3,Personal Auto,0,Personal L3,2,1,Branch,1,249.48,Four-Door Car,1,Large,2
AM52614,Oregon,8401.94,No,Basic,0,Bachelor,2,01-04-2024,Employed,1,F,77691.27,Suburban,1,Divorced,2,223.79,35,35,4,1,Personal Auto,0,Personal L2,1,2,Branch,1,1071.86,Sports Car,2,Medsize,1
AM53473,Arizona,10924.58,No,Basic,0,Bachelor,2,13-02-2024,Employed,1,F,112752.63,Suburban,1,Single,0,139,28,31,0,3,Special Auto,2,Special L3,8,1,Agent,2,666.53,Four-Door Car,1,Small,0
AM57175,Oregon,28149.08,No,Extended,1,High School or Below,0,01-06-2024,Employed,1,F,117231.21,Suburban,1,Divorced,2,143.17,8,95,1,2,Personal Auto,0,Personal L3,2,1,Branch,1,952.44,Four-Door Car,1,Small,0
AM72411,Oregon,4277.85,No,Basic,0,High School or Below,0,21-02-2024,Medical Leave,2,M,43634.88,Suburban,1,Divorced,2,113.98,27,66,0,1,Personal Auto,0,Personal L1,0,2,Branch,1,549.44,Two-Door Car,0,Medsize,1
AM79057,Oregon,4293.28,No,Basic,0,Bachelor,2,18-02-2024,Employed,1,F,129522.98,Urban,2,Married,1,113.98,36,43,5,1,Personal Auto,0,Personal L2,1,2,Web,0,447.61,Four-Door Car,1,Medsize,1
AM88377,California,9475.88,No,Basic,0,Bachelor,2,23-02-2024,Retired,3,F,19102.77,Suburban,1,Married,1,122.32,23,134,0,4,Corporate Auto,1,Corporate L2,4,1,Branch,1,855.03,Two-Door Car,0,Medsize,1
AM89558,Nevada,8700.48,Yes,Basic,0,College,1,01-01-2024,Retired,3,M,50294.37,Suburban,1,Married,1,123.71,9,58,1,5,Corporate Auto,1,Corporate L3,5,2,Agent,2,594.48,Two-Door Car,0,Medsize,1
AM92343,Oregon,21766.47,No,Extended,1,High School or Below,0,19-02-2024,Employed,1,F,126881.98,Urban,2,Married,1,180.7,34,23,0,2,Personal Auto,0,Personal L3,2,3,Agent,2,638.58,Four-Door Car,1,Medsize,1
AM94127,Oregon,9678.32,No,Basic,0,College,1,16-02-2024,Employed,1,M,175083.01,Rural,0,Single,0,122.32,15,130,0,5,Corporate Auto,1,Corporate L3,5,1,Branch,1,76.48,Four-Door Car,1,Medsize,1
AM97901,Nevada,43133.52,No,Premium,2,College,1,23-01-2024,Employed,1,F,159185.58,Suburban,1,Single,0,360.01,18,50,0,2,Special Auto,2,Special L1,6,1,Branch,1,2508.76,Sports Car,2,Medsize,1
AM99192,Arizona,17004.75,No,Basic,0,College,1,02-05-2024,Employed,1,M,80207.17,Rural,0,Married,1,219.62,7,116,1,6,Personal Auto,0,Personal L3,2,1,Call Center,3,190.07,SUV,4,Medsize,1
AN21193,Washington,13010.40,No,Basic,0,Bachelor,2,01-10-2024,Unemployed,0,F,0,Suburban,1,Single,0,132.05,26,89,1,2,Personal Auto,0,Personal L3,2,2,Agent,2,945.76,Four-Door Car,1,Medsize,1
AN32867,California,5863.94,No,Extended,1,Bachelor,2,19-02-2024,Employed,1,M,152531.65,Suburban,1,Single,0,151.51,24,3,2,1,Personal Auto,0,Personal L3,2,1,Branch,1,828.97,Four-Door Car,1,Medsize,1
AN36757,Oregon,41388.10,No,Extended,1,Master,3,27-02-2024,Employed,1,M,125446.11,Urban,2,Married,1,172.36,14,95,2,2,Personal Auto,0,Personal L3,2,2,Branch,1,766.64,Four-Door Car,1,Medsize,1
AN47199,Nevada,16622.70,No,Extended,1,College,1,02-11-2024,Unemployed,0,F,0,Rural,0,Married,1,150.12,8,38,0,2,Personal Auto,0,Personal L2,1,1,Agent,2,152.48,Two-Door Car,0,Large,2
AN53225,Washington,46298.23,No,Extended,1,High School or Below,0,15-01-2024,Unemployed,0,M,0,Suburban,1,Single,0,143.17,11,104,0,2,Personal Auto,0,Personal L1,0,1,Agent,2,684.55,Two-Door Car,0,Medsize,1
AN57220,Oregon,32395.21,No,Basic,0,Bachelor,2,28-02-2024,Employed,1,F,181864.82,Rural,0,Married,1,113.98,32,3,0,2,Special Auto,2,Special L3,8,4,Web,0,135.00,Four-Door Car,1,Medsize,1
AN67558,Nevada,6170.32,No,Basic,0,College,1,16-01-2024,Unemployed,0,M,0,Suburban,1,Single,0,191.82,22,1,1,1,Personal Auto,0,Personal L3,2,1,Call Center,3,1378.10,SUV,4,Large,2
AN79079,Arizona,23891.50,Yes,Basic,0,Doctor,4,14-01-2024,Employed,1,M,76693.25,Suburban,1,Married,1,197.38,4,76,0,2,Personal Auto,0,Personal L2,1,1,Agent,2,945.76,SUV,4,Large,2
AN80983,Oregon,9792.22,No,Basic,0,College,1,23-01-2024,Employed,1,M,160854.97,Suburban,1,Married,1,122.32,16,61,0,5,Corporate Auto,1,Corporate L2,4,4,Web,0,585.47,Four-Door Car,1,Medsize,1
AN97123,Nevada,41855.94,No,Premium,2,College,1,21-02-2024,Unemployed,0,F,0,Urban,2,Married,1,191.82,18,120,0,2,Personal Auto,0,Personal L2,1,4,Agent,2,753.46,Two-Door Car,0,Medsize,1
AO20938,Arizona,60088.17,No,Basic,0,High School or Below,0,01-12-2024,Employed,1,F,58984.65,Suburban,1,Married,1,187.65,7,31,0,2,Personal Auto,0,Personal L1,0,2,Call Center,3,1191.62,SUV,4,Small,0
AO40386,Oregon,42497.50,No,Extended,1,College,1,25-01-2024,Retired,3,M,51610.7,Suburban,1,Divorced,2,170.97,35,61,0,2,Personal Auto,0,Personal L2,1,2,Branch,1,819.66,Four-Door Car,1,Small,0
AO42003,Oregon,31302.51,No,Basic,0,College,1,24-01-2024,Employed,1,F,104908.86,Suburban,1,Married,1,194.6,31,86,0,2,Corporate Auto,1,Corporate L1,3,1,Agent,2,936.75,SUV,4,Large,2
AO46433,California,15159.37,No,Premium,2,Bachelor,2,20-01-2024,Unemployed,0,F,0,Suburban,1,Married,1,214.06,1,53,1,5,Personal Auto,0,Personal L2,1,1,Branch,1,1026.82,Four-Door Car,1,Medsize,1
AO74776,California,17691.04,No,Basic,0,High School or Below,0,21-01-2024,Employed,1,F,52211.18,Suburban,1,Married,1,221.01,43,12,0,8,Personal Auto,0,Personal L3,2,3,Agent,2,1062.85,SUV,4,Large,2
AO77635,California,7516.73,No,Basic,0,College,1,01-02-2024,Employed,1,F,54393.48,Rural,0,Married,1,191.82,11,132,0,1,Personal Auto,0,Personal L2,1,3,Branch,1,461.05,SUV,4,Medsize,1
AO87348,Washington,3847.99,No,Basic,0,College,1,16-02-2024,Unemployed,0,M,0,Suburban,1,Single,0,113.98,24,35,0,1,Personal Auto,0,Personal L3,2,2,Agent,2,549.44,Four-Door Car,1,Small,0
AO98601,Washington,9417.95,No,Basic,0,Bachelor,2,18-01-2024,Employed,1,M,102269.25,Suburban,1,Married,1,118.15,38,23,0,6,Corporate Auto,1,Corporate L2,4,1,Agent,2,567.45,Two-Door Car,0,Small,0
AP23850,Washington,33348.31,No,Premium,2,High School or Below,0,23-01-2024,Unemployed,0,F,0,Suburban,1,Married,1,214.06,41,1,0,2,Personal Auto,0,Personal L2,1,3,Branch,1,1026.82,Two-Door Car,0,Medsize,1
AP27994,Oregon,8204.98,No,Basic,0,High School or Below,0,02-01-2024,Disabled,4,F,43391.63,Suburban,1,Married,1,209.89,36,80,0,1,Special Auto,2,Special L2,7,3,Agent,2,1008.81,Sports Car,2,Medsize,1
AP32891,Arizona,6441.96,No,Extended,1,High School or Below,0,26-01-2024,Unemployed,0,M,0,Suburban,1,Married,1,177.92,22,38,0,1,Personal Auto,0,Personal L2,1,4,Agent,2,855.68,Four-Door Car,1,Medsize,1
AP34711,Arizona,19482.53,No,Extended,1,Master,3,19-02-2024,Employed,1,F,61588.12,Rural,0,Married,1,241.86,47,54,0,4,Personal Auto,0,Personal L3,2,1,Branch,1,48.59,SUV,4,Large,2
AP46166,California,9317.74,No,Basic,0,High School or Below,0,01-06-2024,Unemployed,0,F,0,Suburban,1,Single,0,137.61,5,96,1,8,Personal Auto,0,Personal L3,2,3,Call Center,3,986.29,Two-Door Car,0,Small,0
AP47670,California,4687.33,No,Basic,0,High School or Below,0,02-12-2024,Employed,1,M,55291.42,Suburban,1,Married,1,118.15,8,12,0,1,Personal Auto,0,Personal L2,1,2,Call Center,3,567.45,Four-Door Car,1,Medsize,1
AP52126,Oregon,24679.41,No,Basic,0,College,1,28-01-2024,Employed,1,F,128657.01,Rural,0,Married,1,202.94,39,70,0,2,Personal Auto,0,Personal L3,2,2,Branch,1,428.77,SUV,4,Medsize,1
AP52565,Arizona,12659.69,No,Extended,1,High School or Below,0,26-02-2024,Employed,1,F,131970.77,Urban,2,Married,1,157.07,15,43,0,6,Corporate Auto,1,Corporate L1,3,4,Branch,1,550.25,Four-Door Car,1,Medsize,1
AP56340,Washington,10104.34,No,Basic,0,Bachelor,2,26-02-2024,Disabled,4,M,24587.71,Suburban,1,Married,1,134.83,28,43,0,7,Personal Auto,0,Personal L2,1,1,Agent,2,859.44,Four-Door Car,1,Medsize,1
AP59947,California,14430.59,No,Basic,0,Bachelor,2,01-12-2024,Employed,1,F,104789.32,Suburban,1,Married,1,119.54,4,108,0,2,Corporate Auto,1,Corporate L3,5,1,Call Center,3,576.46,Two-Door Car,0,Medsize,1
AP63665,Oregon,13447.64,No,Extended,1,Bachelor,2,01-12-2024,Employed,1,F,111188.88,Rural,0,Divorced,2,166.8,23,95,0,3,Personal Auto,0,Personal L1,0,2,Agent,2,127.23,Four-Door Car,1,Medsize,1
AP65984,Oregon,9160.61,No,Extended,1,College,1,26-02-2024,Unemployed,0,F,0,Suburban,1,Single,0,252.98,0,116,0,1,Personal Auto,0,Personal L1,0,2,Agent,2,1215.97,SUV,4,Medsize,1
AP66226,Nevada,8405.77,No,Basic,0,Bachelor,2,02-10-2024,Medical Leave,2,M,34724.98,Suburban,1,Married,1,123.71,20,69,4,3,Personal Auto,0,Personal L3,2,1,Web,0,594.48,Four-Door Car,1,Medsize,1
AP67935,California,14298.03,No,Basic,0,College,1,13-02-2024,Employed,1,M,121501.29,Urban,2,Married,1,119.54,32,80,0,2,Special Auto,2,Special L2,7,2,Branch,1,567.76,Four-Door Car,1,Medsize,1
AP89323,Nevada,5120.68,No,Basic,0,College,1,01-08-2024,Employed,1,F,76028.83,Suburban,1,Divorced,2,132.05,12,101,0,1,Personal Auto,0,Personal L2,1,3,Agent,2,630.50,Four-Door Car,1,Small,0
AP90638,Arizona,26786.20,No,Extended,1,High School or Below,0,02-02-2024,Unemployed,0,M,0,Suburban,1,Single,0,157.07,47,57,0,2,Personal Auto,0,Personal L1,0,4,Call Center,3,1134.91,Four-Door Car,1,Medsize,1
AP95078,Oregon,14740.52,No,Basic,0,Bachelor,2,01-10-2024,Employed,1,M,69860.01,Suburban,1,Married,1,125.1,12,49,0,2,Personal Auto,0,Personal L2,1,4,Branch,1,603.48,Four-Door Car,1,Medsize,1
AP98768,California,19595.25,No,Extended,1,College,1,01-08-2024,Unemployed,0,F,0,Suburban,1,Single,0,183.48,12,68,0,2,Personal Auto,0,Personal L1,0,1,Agent,2,1767.13,Four-Door Car,1,Small,0
AQ11656,Arizona,4018.99,No,Basic,0,Bachelor,2,02-08-2024,Unemployed,0,M,0,Suburban,1,Married,1,113.98,7,122,0,1,Personal Auto,0,Personal L2,1,4,Call Center,3,820.10,Four-Door Car,1,Medsize,1
AQ25590,Washington,10218.24,No,Extended,1,High School or Below,0,02-05-2024,Medical Leave,2,F,38059.59,Suburban,1,Divorced,2,148.73,26,11,3,6,Personal Auto,0,Personal L2,1,1,Agent,2,952.41,Two-Door Car,0,Medsize,1
AQ30231,California,10885.15,No,Extended,1,Bachelor,2,01-10-2024,Unemployed,0,F,0,Suburban,1,Married,1,145.95,22,126,0,6,Personal Auto,0,Personal L2,1,2,Agent,2,702.56,Four-Door Car,1,Small,0
AQ34238,Oregon,8643.66,No,Basic,0,Bachelor,2,27-02-2024,Unemployed,0,M,0,Suburban,1,Single,0,134.83,11,19,2,8,Corporate Auto,1,Corporate L1,3,1,Call Center,3,972.78,Four-Door Car,1,Medsize,1
AQ46199,Oregon,9054.60,No,Basic,0,High School or Below,0,01-07-2024,Unemployed,0,M,0,Suburban,1,Single,0,133.44,11,41,0,8,Personal Auto,0,Personal L2,1,4,Web,0,959.27,Two-Door Car,0,Medsize,1
AQ51159,Arizona,16113.13,No,Basic,0,High School or Below,0,17-01-2024,Employed,1,F,72576.07,Rural,0,Married,1,134.83,32,45,0,2,Personal Auto,0,Personal L1,0,2,Branch,1,274.21,Four-Door Car,1,Medsize,1
AQ51368,Oregon,19997.64,Yes,Extended,1,Bachelor,2,27-02-2024,Employed,1,F,136121.31,Suburban,1,Married,1,165.41,9,4,0,2,Corporate Auto,1,Corporate L3,5,2,Call Center,3,1185.46,Two-Door Car,0,Medsize,1
AQ52711,Oregon,12943.17,No,Premium,2,Bachelor,2,20-02-2024,Employed,1,F,122604.95,Suburban,1,Married,1,325.26,12,30,1,1,Personal Auto,0,Personal L3,2,1,Agent,2,1558.25,SUV,4,Large,2
AQ70385,Oregon,10671.59,No,Basic,0,High School or Below,0,13-01-2024,Employed,1,M,56749.53,Rural,0,Married,1,134.83,41,31,0,3,Personal Auto,0,Personal L3,2,2,Branch,1,90.61,Four-Door Car,1,Medsize,1
AQ70619,California,24482.04,No,Basic,0,High School or Below,0,01-08-2024,Employed,1,M,133275.98,Urban,2,Married,1,122.32,35,130,1,2,Corporate Auto,1,Corporate L3,5,1,Agent,2,500.34,Four-Door Car,1,Medsize,1
AQ91207,California,4668.08,No,Basic,0,High School or Below,0,02-11-2024,Employed,1,M,72558,Urban,2,Married,1,118.15,12,28,0,1,Personal Auto,0,Personal L3,2,2,Branch,1,549.95,Four-Door Car,1,Medsize,1
AQ94108,Oregon,15964.94,No,Basic,0,College,1,26-02-2024,Employed,1,F,106404.5,Rural,0,Married,1,133.44,45,68,0,2,Corporate Auto,1,Corporate L3,5,1,Branch,1,158.97,Four-Door Car,1,Medsize,1
AR17553,California,11467.39,No,Extended,1,Master,3,02-06-2024,Medical Leave,2,M,43053.86,Suburban,1,Married,1,150.12,35,112,0,5,Corporate Auto,1,Corporate L1,3,3,Branch,1,916.25,Four-Door Car,1,Medsize,1
AR25213,Arizona,13666.49,No,Basic,0,High School or Below,0,31-01-2024,Employed,1,M,76669.62,Suburban,1,Married,1,344.72,14,84,0,1,Personal Auto,0,Personal L3,2,3,Agent,2,1657.32,Luxury SUV,5,Large,2
AR40217,Oregon,35801.92,No,Basic,0,High School or Below,0,19-02-2024,Employed,1,F,80228.02,Urban,2,Divorced,2,122.32,7,76,4,2,Personal Auto,0,Personal L3,2,3,Agent,2,524.89,Two-Door Car,0,Medsize,1
AR47849,Nevada,9410.66,Yes,Extended,1,Bachelor,2,02-03-2024,Employed,1,F,91135.35,Suburban,1,Single,0,244.64,16,20,0,1,Personal Auto,0,Personal L1,0,2,Agent,2,1170.94,SUV,4,Medsize,1
AR59416,Oregon,54488.82,No,Basic,0,High School or Below,0,22-02-2024,Unemployed,0,M,0,Suburban,1,Married,1,212.67,0,22,0,2,Personal Auto,0,Personal L3,2,4,Web,0,1017.81,SUV,4,Medsize,1
AR61426,California,17724.77,No,Extended,1,Bachelor,2,24-01-2024,Employed,1,F,174975.98,Rural,0,Married,1,145.95,42,32,0,2,Personal Auto,0,Personal L3,2,4,Branch,1,78.12,Two-Door Car,0,Medsize,1
AR63478,California,12601.34,No,Basic,0,College,1,01-07-2024,Unemployed,0,M,0,Suburban,1,Single,0,122.32,30,53,0,2,Corporate Auto,1,Corporate L1,3,4,Agent,2,1229.25,Four-Door Car,1,Medsize,1
AR69517,California,22124.87,Yes,Basic,0,College,1,01-03-2024,Retired,3,M,47383.71,Suburban,1,Divorced,2,123.71,18,58,0,2,Corporate Auto,1,Corporate L3,5,2,Web,0,594.48,Four-Door Car,1,Medsize,1
AR75105,California,14646.67,Yes,Basic,0,College,1,27-01-2024,Retired,3,F,39544.11,Suburban,1,Divorced,2,198.77,34,73,1,3,Personal Auto,0,Personal L2,1,1,Agent,2,954.76,SUV,4,Small,0
AR83514,Arizona,13423.87,No,Extended,1,High School or Below,0,01-07-2024,Employed,1,F,111693.45,Suburban,1,Married,1,166.8,0,11,0,3,Corporate Auto,1,Corporate L2,4,2,Web,0,801.64,Four-Door Car,1,Small,0
AR96516,Oregon,11099.40,No,Basic,0,Bachelor,2,28-01-2024,Employed,1,F,94232.27,Suburban,1,Married,1,139,24,3,0,9,Personal Auto,0,Personal L1,0,2,Web,0,666.53,Two-Door Car,0,Medsize,1
AR99766,Nevada,8804.64,No,Basic,0,Bachelor,2,20-01-2024,Employed,1,F,154875.19,Rural,0,Single,0,221.01,20,76,0,1,Personal Auto,0,Personal L3,2,1,Agent,2,7.95,SUV,4,Medsize,1
AS17174,Oregon,4637.82,Yes,Basic,0,High School or Below,0,15-01-2024,Employed,1,M,179575.49,Rural,0,Married,1,113.98,22,74,0,1,Personal Auto,0,Personal L2,1,2,Agent,2,214.44,Two-Door Car,0,Medsize,1
AS18084,California,21840.39,Yes,Basic,0,College,1,26-01-2024,Medical Leave,2,F,47607.5,Suburban,1,Married,1,191.82,14,104,0,2,Personal Auto,0,Personal L2,1,1,Branch,1,918.73,Sports Car,2,Large,2
AS26192,Oregon,10356.56,No,Basic,0,High School or Below,0,15-01-2024,Employed,1,M,94586.72,Rural,0,Divorced,2,132.05,27,31,0,9,Corporate Auto,1,Corporate L3,5,1,Call Center,3,248.09,Four-Door Car,1,Medsize,1
AS48176,Oregon,22834.66,Yes,Basic,0,Bachelor,2,02-05-2024,Retired,3,M,28097.46,Suburban,1,Divorced,2,215.45,3,101,0,2,Personal Auto,0,Personal L3,2,1,Branch,1,1553.74,SUV,4,Medsize,1
AS55478,Oregon,7271.19,No,Extended,1,Bachelor,2,23-02-2024,Employed,1,M,50046.95,Suburban,1,Married,1,183.48,31,18,0,1,Corporate Auto,1,Corporate L3,5,4,Call Center,3,1015.62,Four-Door Car,1,Small,0
AS55677,California,15648.12,No,Premium,2,High School or Below,0,15-01-2024,Employed,1,F,132357.19,Rural,0,Divorced,2,194.6,42,96,0,3,Personal Auto,0,Personal L2,1,3,Branch,1,101.46,Four-Door Car,1,Medsize,1
AS60178,Nevada,5248.32,No,Basic,0,Bachelor,2,30-01-2024,Employed,1,F,102559.76,Urban,2,Married,1,132.05,46,12,1,1,Corporate Auto,1,Corporate L3,5,1,Agent,2,350.17,Four-Door Car,1,Small,0
AS62048,Arizona,8959.12,No,Basic,0,Bachelor,2,19-01-2024,Unemployed,0,M,0,Suburban,1,Single,0,137.61,1,42,0,3,Personal Auto,0,Personal L2,1,4,Web,0,986.29,Four-Door Car,1,Medsize,1
AS77287,California,15198.84,No,Basic,0,College,1,01-03-2024,Disabled,4,M,47760.4,Suburban,1,Single,0,200.16,27,81,0,3,Personal Auto,0,Personal L3,2,1,Agent,2,1791.47,Sports Car,2,Medsize,1
AS78838,California,4604.12,Yes,Basic,0,Bachelor,2,02-09-2024,Medical Leave,2,M,55797.38,Suburban,1,Single,0,129.27,4,124,0,1,Personal Auto,0,Personal L2,1,1,Agent,2,621.50,Four-Door Car,1,Medsize,1
AS93181,Arizona,8456.59,No,Basic,0,Bachelor,2,31-01-2024,Disabled,4,F,28119.7,Suburban,1,Married,1,218.23,16,61,0,1,Personal Auto,0,Personal L3,2,1,Call Center,3,1072.08,Sports Car,2,Medsize,1
AS97690,Arizona,4524.73,No,Basic,0,College,1,23-02-2024,Employed,1,M,102237.28,Suburban,1,Married,1,113.98,8,77,0,1,Personal Auto,0,Personal L1,0,3,Call Center,3,549.44,Two-Door Car,0,Medsize,1
AS99827,Oregon,8375.96,No,Basic,0,Bachelor,2,02-12-2024,Unemployed,0,F,0,Suburban,1,Single,0,116.76,20,128,0,6,Personal Auto,0,Personal L1,0,1,Branch,1,1064.61,Four-Door Car,1,Medsize,1
AT13963,Washington,29770.98,No,Extended,1,Master,3,01-08-2024,Employed,1,F,82464.53,Urban,2,Divorced,2,250.2,18,112,0,2,Corporate Auto,1,Corporate L2,4,2,Call Center,3,780.60,Sports Car,2,Medsize,1
AT18041,California,5034.09,No,Basic,0,High School or Below,0,28-02-2024,Employed,1,F,119103.54,Suburban,1,Married,1,125.1,0,96,0,1,Personal Auto,0,Personal L1,0,2,Agent,2,727.55,Two-Door Car,0,Large,2
AT24793,Oregon,12878.66,No,Premium,2,College,1,16-01-2024,Employed,1,M,47572.75,Suburban,1,Married,1,325.26,14,88,0,1,Special Auto,2,Special L3,8,3,Call Center,3,1558.25,Sports Car,2,Medsize,1
AT26484,Nevada,7165.35,No,Premium,2,College,1,16-01-2024,Employed,1,M,47326.72,Suburban,1,Married,1,193.21,14,55,5,1,Special Auto,2,Special L2,7,2,Web,0,1155.94,Four-Door Car,1,Small,0
AT29024,California,9181.02,No,Basic,0,High School or Below,0,01-04-2024,Employed,1,F,50675.23,Suburban,1,Married,1,113.98,14,97,0,7,Corporate Auto,1,Corporate L2,4,2,Agent,2,585.16,Four-Door Car,1,Small,0
AT30076,Nevada,6636.51,No,Extended,1,High School or Below,0,01-03-2024,Employed,1,F,59535.09,Suburban,1,Single,0,172.36,1,128,0,1,Personal Auto,0,Personal L3,2,3,Agent,2,930.27,Four-Door Car,1,Small,0
AT31367,California,11772.99,Yes,Extended,1,College,1,16-02-2024,Retired,3,F,34859.81,Suburban,1,Divorced,2,161.24,28,103,0,6,Corporate Auto,1,Corporate L2,4,1,Branch,1,774.62,Four-Door Car,1,Medsize,1
AT33529,California,5210.57,No,Basic,0,Doctor,4,01-08-2024,Employed,1,F,57971.34,Rural,0,Divorced,2,132.05,34,18,0,1,Corporate Auto,1,Corporate L2,4,3,Branch,1,160.28,Four-Door Car,1,Medsize,1
AT36002,Washington,25481.55,No,Basic,0,College,1,02-04-2024,Unemployed,0,F,0,Suburban,1,Single,0,362.79,41,51,0,7,Personal Auto,0,Personal L1,0,1,Agent,2,3021.65,Luxury SUV,5,Medsize,1
